A, 6426, 1474440971697, 000.0921173, 000.0346985, -009.6574249
A, 6427, 1474440971702, 000.1052856, 000.0454712, -009.6514435
A, 6428, 1474440971711, 000.1028900, 000.0406799, -009.6514435
A, 6429, 1474440971713, 000.1124573, 000.0358887, -009.6646118
A, 6430, 1474440971716, 000.0873413, 000.0346985, -009.6622162
A, 6431, 1474440971722, 000.0885315, 000.0394745, -009.6347046
A, 6432, 1474440971730, 000.0861359, 000.0311127, -009.6418762
A, 6433, 1474440971733, 000.0885315, 000.0323029, -009.6538391
A, 6434, 1474440971736, 000.0837555, 000.0346985, -009.6526489
A, 6435, 1474440971745, 000.0909271, 000.0418701, -009.6538391
A, 6436, 1474440971747, 000.0837555, 000.0263214, -009.6610260
A, 6437, 1474440971751, 000.0993042, 000.0311127, -009.6574249
A, 6438, 1474440971765, 000.0861359, 000.0299072, -009.6478577
A, 6439, 1474440971767, 000.0933228, 000.0370941, -009.6430817
A, 6440, 1474440971769, 000.1016998, 000.0418701, -009.6574249
A, 6441, 1474440971771, 000.0969086, 000.0311127, -009.6550446
A, 6442, 1474440971780, 000.0873413, 000.0323029, -009.6622162
A, 6443, 1474440971782, 000.0801544, 000.0263214, -009.6813660
A, 6444, 1474440971785, 000.0897369, 000.0287170, -009.6490631
A, 6445, 1474440971795, 000.0885315, 000.0370941, -009.6334991
A, 6446, 1474440971796, 000.0933228, 000.0299072, -009.6622162
A, 6447, 1474440971801, 000.1004944, 000.0490570, -009.6538391
A, 6448, 1474440971809, 000.0933228, 000.0263214, -009.6634216
A, 6449, 1474440971811, 000.1028900, 000.0418701, -009.6562347
A, 6450, 1474440971817, 000.0717773, 000.0275116, -009.6610260
A, 6451, 1474440971820, 000.0741730, 000.0251312, -009.6753845
A, 6452, 1474440971827, 000.0813599, 000.0239258, -009.6299133
A, 6453, 1474440971830, 000.0849457, 000.0287170, -009.6705933
A, 6454, 1474440971836, 000.0957184, 000.0382843, -009.6526489
A, 6455, 1474440971842, 000.1088715, 000.0442657, -009.6598206
A, 6456, 1474440971845, 000.0873413, 000.0311127, -009.6598206
A, 6457, 1474440971851, 000.0813599, 000.0334930, -009.6574249
A, 6458, 1474440971860, 000.0837555, 000.0323029, -009.6574249
A, 6459, 1474440971862, 000.0969086, 000.0311127, -009.6574249
A, 6460, 1474440971865, 000.0897369, 000.0299072, -009.6562347
A, 6461, 1474440971871, 000.0897369, 000.0358887, -009.6514435
A, 6462, 1474440971879, 000.1100769, 000.0382843, -009.6562347
A, 6463, 1474440971881, 000.1040802, 000.0287170, -009.6586304
A, 6464, 1474440971886, 000.0885315, 000.0430756, -009.6586304
A, 6465, 1474440971893, 000.1088715, 000.0442657, -009.6538391
A, 6466, 1474440971896, 000.0909271, 000.0334930, -009.6526489
A, 6467, 1474440971901, 000.0873413, 000.0382843, -009.6646118
A, 6468, 1474440971909, 000.0885315, 000.0311127, -009.6717834
A, 6469, 1474440971911, 000.0957184, 000.0370941, -009.6586304
A, 6470, 1474440971916, 000.0969086, 000.0382843, -009.6681976
A, 6471, 1474440971920, 000.0897369, 000.0346985, -009.6574249
A, 6472, 1474440971925, 000.0897369, 000.0323029, -009.6514435
A, 6473, 1474440971931, 000.0933228, 000.0263214, -009.6610260
A, 6474, 1474440971935, 000.0873413, 000.0287170, -009.6705933
A, 6475, 1474440971942, 000.0837555, 000.0299072, -009.6586304
A, 6476, 1474440971944, 000.0885315, 000.0287170, -009.6574249
A, 6477, 1474440971950, 000.0945129, 000.0311127, -009.6574249
A, 6478, 1474440971955, 000.1148529, 000.0394745, -009.6681976
A, 6479, 1474440971960, 000.0897369, 000.0346985, -009.6490631
A, 6480, 1474440971965, 000.1040802, 000.0454712, -009.6514435
A, 6481, 1474440971969, 000.0957184, 000.0370941, -009.6466675
